epoch,train_loss,val_loss
583,253.38426208496094,302.3970642089844
584,253.3738555908203,302.7528991699219
585,253.430419921875,302.2618713378906
586,253.42103576660156,302.355712890625
587,253.36361694335938,302.8268127441406
588,253.485107421875,302.295654296875
589,253.3365478515625,302.10272216796875
590,253.3824462890625,302.5263671875
591,253.3354949951172,302.51153564453125
592,253.31846618652344,302.100341796875
593,253.3550567626953,302.35821533203125
594,253.26568603515625,302.68743896484375
595,253.3377227783203,302.4200134277344
596,253.2896728515625,302.2691650390625
597,253.32366943359375,302.57745361328125
598,253.26278686523438,302.51904296875
599,253.25340270996094,302.30047607421875
600,253.24032592773438,302.4578857421875
601,253.23822021484375,302.2663269042969
602,253.21473693847656,302.1529541015625
603,253.20123291015625,302.4171447753906
604,253.21591186523438,302.3875427246094
605,253.22695922851562,301.9749450683594
606,253.24456787109375,302.2118225097656
607,253.17433166503906,302.22705078125
608,253.1673583984375,302.03863525390625
609,253.17405700683594,302.1532287597656
610,253.12998962402344,302.2100830078125
611,253.12062072753906,302.218994140625
612,253.10987854003906,302.34576416015625
613,253.1187744140625,302.1383972167969
614,253.17413330078125,302.7132873535156
615,253.22845458984375,302.48419189453125
616,253.12469482421875,302.1246643066406
617,253.23902893066406,302.4749450683594
618,253.11337280273438,302.64556884765625
619,253.19801330566406,302.09149169921875
620,253.13803100585938,302.3201904296875
621,253.07266235351562,302.5691833496094
622,253.128662109375,302.4517822265625
623,253.1216583251953,302.2059326171875
624,253.131591796875,302.267578125
625,253.0491943359375,302.31475830078125
626,253.10391235351562,302.0806579589844
627,253.05686950683594,302.17218017578125
628,253.02667236328125,302.09100341796875
629,253.0640106201172,302.34259033203125
630,253.09140014648438,301.86077880859375
631,253.1323699951172,302.09332275390625
632,253.0777587890625,302.34912109375
633,253.09971618652344,302.1346740722656
634,253.01780700683594,301.61102294921875
635,253.20794677734375,301.94525146484375
636,253.05848693847656,302.5826721191406
637,253.28660583496094,302.2337951660156
638,253.0697021484375,301.8773193359375
639,253.25413513183594,301.8395690917969
640,253.1255645751953,302.2183532714844
641,253.04286193847656,302.46905517578125
642,253.26785278320312,302.1859130859375
643,253.11172485351562,301.8711853027344
644,253.057373046875,302.1427001953125
645,253.1169891357422,302.44287109375
646,253.20346069335938,302.4901123046875
647,253.2017822265625,302.07843017578125
648,253.04010009765625,301.6827697753906
649,253.10931396484375,301.757568359375
650,253.11227416992188,302.181640625
651,253.0326690673828,302.40911865234375
652,253.1185302734375,302.0174865722656
653,253.00424194335938,301.67132568359375
654,253.104248046875,301.73468017578125
655,252.99925231933594,302.1173400878906
656,253.01992797851562,301.9933166503906
657,253.01051330566406,301.84954833984375
658,252.9682159423828,301.82318115234375
659,252.96484375,301.8622131347656
660,252.97779846191406,301.9549255371094
661,252.94618225097656,301.83721923828125
662,252.91883850097656,301.8536682128906
663,252.9267578125,301.90728759765625
664,252.928466796875,301.553466796875
665,252.990966796875,301.7335510253906
666,252.93312072753906,301.974609375
667,252.94168090820312,301.8213806152344
668,252.93931579589844,301.7427673339844
669,252.95167541503906,301.85394287109375
670,252.9077606201172,301.7486267089844
671,252.9161834716797,301.8079528808594
672,252.91551208496094,301.7941589355469
673,252.87857055664062,301.5773010253906
674,252.95726013183594,301.6601257324219
675,252.91969299316406,302.00537109375
676,252.96871948242188,301.71630859375
677,252.9644775390625,301.6000061035156
678,252.95921325683594,301.7977294921875
679,252.87655639648438,301.95269775390625
680,252.93870544433594,301.829833984375
681,252.89520263671875,301.69561767578125
682,252.87338256835938,301.71173095703125
683,252.8927764892578,301.9654846191406
684,252.92234802246094,301.68341064453125
685,252.88375854492188,301.42510986328125
686,253.0014190673828,301.7682800292969
687,252.88453674316406,302.13812255859375
688,253.0541534423828,301.8284912109375
689,252.97683715820312,301.5433654785156
690,253.05999755859375,301.57598876953125
691,252.86451721191406,301.8761291503906
692,252.920654296875,301.85107421875
693,252.95578002929688,301.7276611328125
694,252.85865783691406,301.66693115234375
695,252.88412475585938,301.7316589355469
696,252.9453125,301.6309509277344
697,252.89169311523438,301.6563415527344
698,252.83705139160156,301.6705017089844
699,252.88446044921875,301.87786865234375
700,252.9142303466797,301.7010803222656
701,252.8365478515625,301.3885803222656
702,252.86634826660156,301.599853515625
703,252.83538818359375,301.7054748535156
704,252.84034729003906,301.53082275390625
705,252.81390380859375,301.6226501464844
706,252.8061981201172,301.3629455566406
707,252.85452270507812,301.6822509765625
708,252.8693084716797,301.70355224609375
709,252.86732482910156,301.3177185058594
710,252.86395263671875,301.43011474609375
711,252.83502197265625,301.8487854003906
712,252.89776611328125,301.73138427734375
713,252.8439483642578,301.3390808105469
714,252.875732421875,301.31072998046875
715,252.86607360839844,301.7115783691406
716,252.86328125,301.878662109375
717,252.91587829589844,301.43145751953125
718,252.83811950683594,301.1763916015625
719,252.935546875,301.6307678222656
720,252.82974243164062,301.991943359375
721,252.97909545898438,301.7229919433594
722,252.8472900390625,301.1820068359375
723,252.89385986328125,301.3014221191406
724,252.83721923828125,301.6990661621094
725,252.84193420410156,301.70550537109375
726,252.8335418701172,301.4300231933594
727,252.77630615234375,301.318359375
728,252.80296325683594,301.5277404785156
729,252.77249145507812,301.3736877441406
730,252.75474548339844,301.3698425292969
731,252.74310302734375,301.3873291015625
732,252.75189208984375,301.3492126464844
733,252.7355499267578,301.465087890625
734,252.75643920898438,301.17578125
735,252.82843017578125,301.43292236328125
736,252.7357177734375,301.5301208496094
737,252.76657104492188,301.08941650390625
738,252.88812255859375,301.29443359375
739,252.7633056640625,301.9049987792969
740,252.96975708007812,301.81884765625
741,252.92176818847656,301.2911071777344
742,252.80313110351562,301.30084228515625
743,252.7808380126953,301.7227478027344
744,252.8192596435547,301.7646179199219
745,252.86007690429688,301.3040771484375
746,252.8146209716797,301.0787658691406
747,252.88169860839844,301.4521484375
748,252.76881408691406,301.68408203125
749,252.8757781982422,301.4060974121094
750,252.76235961914062,301.0308837890625
751,252.84701538085938,301.2401428222656
752,252.7757568359375,301.6348571777344
753,252.8617706298828,301.3849182128906
754,252.76458740234375,300.98944091796875
755,252.810302734375,301.16119384765625
756,252.7252197265625,301.5140686035156
757,252.79347229003906,301.28643798828125
758,252.7654571533203,301.0992736816406
759,252.7814483642578,301.1273193359375
760,252.71835327148438,301.3988037109375
761,252.78599548339844,301.3389587402344
762,252.7869415283203,301.22247314453125
763,252.76649475097656,301.1153259277344
764,252.72193908691406,301.2138671875
765,252.73471069335938,301.29742431640625
766,252.71939086914062,301.1530456542969
767,252.7113800048828,301.0374755859375
768,252.74765014648438,301.1567077636719
769,252.6863250732422,301.2879943847656
770,252.71392822265625,301.19189453125
771,252.7075958251953,301.0640563964844
772,252.69537353515625,301.3121337890625
773,252.74330139160156,301.1774597167969
774,252.70550537109375,301.05999755859375
775,252.70123291015625,301.2749938964844
776,252.6863250732422,301.20806884765625
777,252.6708984375,301.14056396484375
778,252.68177795410156,301.1762390136719
779,252.67196655273438,301.1439514160156
780,252.65516662597656,300.99432373046875
781,252.6771240234375,301.3333435058594
782,252.74420166015625,301.0949401855469
783,252.664794921875,300.8023986816406
784,252.76959228515625,301.16534423828125
785,252.68515014648438,301.14776611328125
786,252.6734619140625,300.97076416015625
787,252.6571502685547,301.19049072265625
788,252.6570587158203,301.1369323730469
789,252.64779663085938,301.07171630859375
790,252.63722229003906,301.0943298339844
791,252.660888671875,301.1165771484375
792,252.65065002441406,301.140380859375
793,252.62762451171875,301.06732177734375
794,252.6619415283203,301.1209411621094
795,252.61288452148438,301.0174255371094
796,252.65554809570312,301.1515197753906
797,252.66551208496094,301.1435241699219
798,252.61947631835938,300.872314453125
799,252.71875,301.1891784667969
800,252.6915740966797,301.1618347167969
801,252.66676330566406,300.8233947753906
802,252.73007202148438,301.19189453125
803,252.6424102783203,301.2152099609375
804,252.6837615966797,301.0692138671875
805,252.65748596191406,301.10662841796875
806,252.62940979003906,301.1309814453125
807,252.62452697753906,300.966552734375
808,252.6710968017578,301.1083679199219
809,252.64877319335938,301.2367858886719
810,252.64186096191406,300.98333740234375
811,252.63674926757812,300.91131591796875
812,252.66676330566406,301.1622009277344
813,252.6634521484375,301.1420593261719
814,252.63711547851562,300.77783203125
815,252.70346069335938,300.9781188964844
816,252.62469482421875,301.317626953125
817,252.74224853515625,301.28558349609375
818,252.70948791503906,300.95928955078125
819,252.6040496826172,300.8464050292969
820,252.63421630859375,301.1800537109375
821,252.66763305664062,301.1363525390625
822,252.63534545898438,300.7684326171875
823,252.69183349609375,300.77032470703125
824,252.66429138183594,301.30792236328125
825,252.70022583007812,301.46881103515625
826,252.76380920410156,301.14727783203125
827,252.65695190429688,300.79229736328125
828,252.68577575683594,300.9784240722656
829,252.59107971191406,301.28900146484375
830,252.660888671875,301.26513671875
831,252.6635284423828,300.9063415527344
832,252.635498046875,300.8038024902344
833,252.6415252685547,301.1158447265625
834,252.59654235839844,301.1548767089844
835,252.63011169433594,300.9507751464844
836,252.59849548339844,300.9056396484375
837,252.57772827148438,300.9503479003906
838,252.56015014648438,301.1143493652344
839,252.59300231933594,300.8678894042969
840,252.57131958007812,300.91107177734375
841,252.54620361328125,301.1005554199219
842,252.58828735351562,300.927978515625
843,252.59963989257812,300.7730407714844
844,252.6078643798828,301.136474609375
845,252.620849609375,301.0838928222656
846,252.6034393310547,300.88983154296875
847,252.58213806152344,300.9425354003906
848,252.59291076660156,301.0167541503906
849,252.56246948242188,301.050048828125
850,252.55630493164062,300.9551696777344
851,252.6095428466797,300.9124755859375
852,252.59317016601562,301.0544128417969
853,252.5421905517578,301.0480651855469
854,252.55006408691406,301.0113525390625
855,252.56472778320312,301.0206298828125
856,252.56105041503906,300.91363525390625
857,252.55380249023438,300.96142578125
858,252.5220947265625,300.827392578125
859,252.53492736816406,300.86737060546875
860,252.51461791992188,300.9233093261719
861,252.5169677734375,300.99560546875
862,252.56015014648438,300.68133544921875
863,252.57936096191406,300.869384765625
864,252.4935302734375,301.22406005859375
865,252.658203125,300.98565673828125
866,252.52882385253906,300.5311279296875
867,252.7048797607422,300.74688720703125
868,252.54910278320312,301.3458557128906
869,252.7029571533203,301.33245849609375
870,252.67422485351562,300.7704162597656
871,252.6134490966797,300.4528503417969
872,252.7789306640625,300.8252868652344
873,252.5512237548828,301.3269958496094
874,252.66197204589844,301.35211181640625
875,252.68170166015625,300.9015808105469
876,252.53643798828125,300.4970703125
877,252.68521118164062,300.63250732421875
878,252.58663940429688,301.02899169921875
879,252.556396484375,301.29559326171875
880,252.645263671875,301.0586853027344
881,252.55128479003906,300.75225830078125
882,252.54286193847656,300.59014892578125
883,252.57952880859375,300.78253173828125
884,252.49188232421875,300.9691162109375
885,252.55865478515625,300.7794189453125
886,252.5130615234375,300.64398193359375
887,252.51336669921875,300.8320007324219
888,252.48036193847656,300.93597412109375
889,252.50228881835938,300.8133239746094
890,252.48155212402344,300.7043151855469
891,252.46534729003906,300.83740234375
892,252.4644317626953,300.79443359375
893,252.45156860351562,300.6859436035156
894,252.4779815673828,300.90234375
895,252.47976684570312,300.77117919921875
896,252.44635009765625,300.6939392089844
897,252.46395874023438,300.8661804199219
898,252.4705047607422,300.73089599609375
899,252.45362854003906,300.89031982421875
900,252.45632934570312,300.6805114746094
901,252.47784423828125,300.7922058105469
902,252.43348693847656,300.89080810546875
903,252.4490509033203,300.899658203125
904,252.4409637451172,300.81939697265625
905,252.42874145507812,300.7218322753906
906,252.44638061523438,300.8653564453125
907,252.4289093017578,300.7216796875
908,252.44464111328125,300.95831298828125
909,252.49818420410156,300.7306823730469
910,252.4361572265625,300.62445068359375
911,252.4508056640625,300.8302307128906
912,252.455078125,300.6541442871094
913,252.45928955078125,300.674072265625
914,252.43231201171875,300.9761962890625
915,252.499755859375,300.7249755859375
916,252.4418487548828,300.6813659667969
917,252.4435577392578,300.94464111328125
918,252.46835327148438,300.8167419433594
919,252.4353485107422,300.72491455078125
920,252.442138671875,300.74755859375
921,252.42672729492188,300.8358459472656
922,252.42550659179688,300.74163818359375
923,252.4080352783203,300.66986083984375
924,252.4074249267578,300.77325439453125
925,252.41807556152344,300.6331481933594
926,252.41481018066406,300.65069580078125
927,252.39564514160156,300.7586669921875
928,252.4028778076172,300.6300354003906
929,252.40065002441406,300.6483459472656
930,252.3933563232422,300.79669189453125
931,252.39291381835938,300.6319885253906
932,252.40975952148438,300.8522033691406
933,252.4124755859375,300.6459655761719
934,252.3917694091797,300.6424560546875
935,252.390625,300.91253662109375
936,252.44931030273438,300.62530517578125
937,252.4158172607422,300.60052490234375
938,252.39230346679688,300.84344482421875
939,252.43319702148438,300.69573974609375
940,252.38816833496094,300.5313415527344
941,252.42237854003906,300.800048828125
942,252.4252471923828,300.8419189453125
943,252.43063354492188,300.55255126953125
944,252.39601135253906,300.5802917480469
945,252.38368225097656,300.8475341796875
946,252.44537353515625,300.5184326171875
947,252.4099884033203,300.5525817871094
948,252.40736389160156,300.7242431640625
949,252.36782836914062,300.77667236328125
950,252.41204833984375,300.5176696777344
951,252.41738891601562,300.5611267089844
952,252.37705993652344,300.9167175292969
953,252.4633331298828,300.74737548828125
954,252.42958068847656,300.4269714355469
955,252.4429931640625,300.6102294921875
956,252.37611389160156,300.7879638671875
957,252.4223175048828,300.68878173828125
958,252.3614959716797,300.44207763671875
959,252.41322326660156,300.5844421386719
960,252.39129638671875,300.7157897949219
961,252.36825561523438,300.5591735839844
962,252.39112854003906,300.5473327636719
963,252.3996124267578,300.5726013183594
964,252.3560333251953,300.630615234375
965,252.38368225097656,300.58331298828125
966,252.3876953125,300.3583068847656
967,252.38900756835938,300.4357604980469
968,252.3619384765625,300.7032470703125
969,252.40496826171875,300.5338439941406
970,252.36746215820312,300.4881591796875
971,252.36196899414062,300.5984802246094
972,252.3351287841797,300.5354919433594
973,252.34869384765625,300.5104675292969
974,252.36634826660156,300.5816650390625
975,252.33522033691406,300.68780517578125
976,252.32823181152344,300.53912353515625
977,252.34280395507812,300.569580078125
978,252.34910583496094,300.7314147949219
979,252.34107971191406,300.6529541015625
980,252.31640625,300.4008483886719
981,252.37661743164062,300.5949401855469
982,252.32762145996094,300.72015380859375
983,252.36903381347656,300.42596435546875
984,252.3585662841797,300.59063720703125
985,252.33714294433594,300.7337646484375
986,252.3735809326172,300.4974060058594
987,252.3060302734375,300.42669677734375
988,252.34307861328125,300.69427490234375
989,252.38624572753906,300.65045166015625
990,252.3501434326172,300.3362731933594
991,252.38275146484375,300.43701171875
992,252.33245849609375,300.7822265625
993,252.3924102783203,300.6270751953125
994,252.3436737060547,300.40478515625
995,252.34335327148438,300.5049743652344
996,252.30184936523438,300.61614990234375
997,252.34371948242188,300.40625
998,252.34815979003906,300.41064453125
999,252.32337951660156,300.5931396484375
1000,252.34927368164062,300.4689025878906
1001,252.29869079589844,300.2672119140625
